"Data" "Ano" "Mes" "Dia" "Vazao"
1953-09-10 1953 9 10 27.417
1953-09-11 1953 9 11 24.815
1953-09-12 1953 9 12 26.101
1953-09-13 1953 9 13 31.536
1953-09-14 1953 9 14 32.966
1953-09-15 1953 9 15 28.761
1953-09-16 1953 9 16 25.669
1953-09-17 1953 9 17 24.392
1953-09-18 1953 9 18 23.558
1953-09-19 1953 9 19 22.736
1953-09-20 1953 9 20 24.392
1953-09-21 1953 9 21 23.145
1953-09-22 1953 9 22 22.33
1953-09-23 1953 9 23 21.927
1953-09-24 1953 9 24 21.528
1953-09-25 1953 9 25 21.131
1953-09-26 1953 9 26 21.131
1953-09-27 1953 9 27 21.131
1953-09-28 1953 9 28 20.349
1953-09-29 1953 9 29 20.349
1953-09-30 1953 9 30 19.58
1953-10-01 1953 10 1 19.58
1953-10-02 1953 10 2 18.824
1953-10-03 1953 10 3 18.081
1953-10-04 1953 10 4 18.081
1953-10-05 1953 10 5 18.451
1953-10-06 1953 10 6 18.824
1953-10-07 1953 10 7 19.58
1953-10-08 1953 10 8 21.131
1953-10-09 1953 10 9 21.131
1953-10-10 1953 10 10 20.738
1953-10-11 1953 10 11 19.58
1953-10-12 1953 10 12 18.824
1953-10-13 1953 10 13 19.2
1953-10-14 1953 10 14 20.738
1953-10-15 1953 10 15 23.145
1953-10-16 1953 10 16 25.669
1953-10-17 1953 10 17 22.33
1953-10-18 1953 10 18 20.738
1953-10-19 1953 10 19 19.58
1953-10-20 1953 10 20 19.58
1953-10-21 1953 10 21 19.58
1953-10-22 1953 10 22 19.58
1953-10-23 1953 10 23 19.58
1953-10-24 1953 10 24 19.963
1953-10-25 1953 10 25 18.081
1953-10-26 1953 10 26 17.352
1953-10-27 1953 10 27 16.636
1953-10-28 1953 10 28 16.636
1953-10-29 1953 10 29 16.636
1953-10-30 1953 10 30 15.934
1953-10-31 1953 10 31 16.636
1953-11-01 1953 11 1 17.715
1953-11-02 1953 11 2 21.131
1953-11-03 1953 11 3 27.862
1953-11-04 1953 11 4 27.862
1953-11-05 1953 11 5 26.975
1953-11-06 1953 11 6 24.392
1953-11-07 1953 11 7 23.973
1953-11-08 1953 11 8 28.761
1953-11-09 1953 11 9 50.543
1953-11-10 1953 11 10 54.095
1953-11-11 1953 11 11 40.013
1953-11-12 1953 11 12 34.425
1953-11-13 1953 11 13 30.134
1953-11-14 1953 11 14 25.24
1953-11-15 1953 11 15 24.392
1953-11-16 1953 11 16 25.24
1953-11-17 1953 11 17 164.273
1953-11-18 1953 11 18 139.481
1953-11-19 1953 11 19 99.335
1953-11-20 1953 11 20 37.426
1953-11-21 1953 11 21 39.49
1953-11-22 1953 11 22 49.383
1953-11-23 1953 11 23 51.127
1953-11-24 1953 11 24 56.523
1953-11-25 1953 11 25 53.495
1953-11-26 1953 11 26 38.969
1953-11-27 1953 11 27 36.413
1953-11-28 1953 11 28 32.486
1953-11-29 1953 11 29 29.216
1953-11-30 1953 11 30 27.417
1953-12-01 1953 12 1 26.101
1953-12-02 1953 12 2 25.24
1953-12-03 1953 12 3 26.101
1953-12-04 1953 12 4 39.49
1953-12-05 1953 12 5 51.715
1953-12-06 1953 12 6 88.565
1953-12-07 1953 12 7 149.748
1953-12-08 1953 12 8 109.005
1953-12-09 1953 12 9 70.722
1953-12-10 1953 12 10 52.899
1953-12-11 1953 12 11 45.418
1953-12-12 1953 12 12 41.07
1953-12-13 1953 12 13 44.313
1953-12-14 1953 12 14 161.32
1953-12-15 1953 12 15 127.769
1953-12-16 1953 12 16 88.565
1953-12-17 1953 12 17 70.046
1953-12-18 1953 12 18 65.394
1953-12-19 1953 12 19 62.159
1953-12-20 1953 12 20 63.444
1953-12-21 1953 12 21 68.035
1953-12-22 1953 12 22 67.37
1953-12-23 1953 12 23 58.998
1953-12-24 1953 12 24 52.305
1953-12-25 1953 12 25 56.523
1953-12-26 1953 12 26 52.899
1953-12-27 1953 12 27 49.383
1953-12-28 1953 12 28 48.807
1953-12-29 1953 12 29 47.665
1953-12-30 1953 12 30 60.886
1953-12-31 1953 12 31 72.083
1954-01-01 1954 1 1 57.137
1954-01-02 1954 1 2 50.543
1954-01-03 1954 1 3 45.975
1954-01-04 1954 1 4 45.418
1954-01-05 1954 1 5 174.29
1954-01-06 1954 1 6 113.99
1954-01-07 1954 1 7 69.373
1954-01-08 1954 1 8 55.911
1954-01-09 1954 1 9 49.961
1954-01-10 1954 1 10 45.418
1954-01-11 1954 1 11 40.013
1954-01-12 1954 1 12 38.969
1954-01-13 1954 1 13 36.918
1954-01-14 1954 1 14 34.917
1954-01-15 1954 1 15 33.449
1954-01-16 1954 1 16 32.486
1954-01-17 1954 1 17 32.486
1954-01-18 1954 1 18 31.536
1954-01-19 1954 1 19 30.134
1954-01-20 1954 1 20 29.673
1954-01-21 1954 1 21 29.216
1954-01-22 1954 1 22 30.134
1954-01-23 1954 1 23 34.425
1954-01-24 1954 1 24 30.134
1954-01-25 1954 1 25 27.862
1954-01-26 1954 1 26 26.537
1954-01-27 1954 1 27 25.669
1954-01-28 1954 1 28 25.24
1954-01-29 1954 1 29 25.24
1954-01-30 1954 1 30 24.815
1954-01-31 1954 1 31 24.392
1954-02-01 1954 2 1 24.392
1954-02-02 1954 2 2 24.392
1954-02-03 1954 2 3 24.392
1954-02-04 1954 2 4 25.669
1954-02-05 1954 2 5 26.101
1954-02-06 1954 2 6 26.101
1954-02-07 1954 2 7 27.862
1954-02-08 1954 2 8 26.975
1954-02-09 1954 2 9 25.669
1954-02-10 1954 2 10 24.392
1954-02-11 1954 2 11 25.669
1954-02-12 1954 2 12 27.862
1954-02-13 1954 2 13 30.598
1954-02-14 1954 2 14 31.066
1954-02-15 1954 2 15 29.673
1954-02-16 1954 2 16 29.673
1954-02-17 1954 2 17 28.761
1954-02-18 1954 2 18 29.673
1954-02-19 1954 2 19 46.535
1954-02-20 1954 2 20 39.49
1954-02-21 1954 2 21 32.486
1954-02-22 1954 2 22 28.31
1954-02-23 1954 2 23 29.673
1954-02-24 1954 2 24 26.975
1954-02-25 1954 2 25 26.975
1954-02-26 1954 2 26 27.417
1954-02-27 1954 2 27 24.392
1954-02-28 1954 2 28 24.392
1954-03-01 1954 3 1 23.145
1954-03-02 1954 3 2 22.736
1954-03-03 1954 3 3 21.927
1954-03-04 1954 3 4 21.131
1954-03-05 1954 3 5 21.131
1954-03-06 1954 3 6 20.738
1954-03-07 1954 3 7 20.349
1954-03-08 1954 3 8 21.528
1954-03-09 1954 3 9 24.815
1954-03-10 1954 3 10 24.815
1954-03-11 1954 3 11 21.528
1954-03-12 1954 3 12 21.131
1954-03-13 1954 3 13 20.738
1954-03-14 1954 3 14 21.131
1954-03-15 1954 3 15 20.349
1954-03-16 1954 3 16 19.58
1954-03-17 1954 3 17 18.824
1954-03-18 1954 3 18 18.824
1954-03-19 1954 3 19 18.451
1954-03-20 1954 3 20 23.145
1954-03-21 1954 3 21 21.927
1954-03-22 1954 3 22 23.145
1954-03-23 1954 3 23 25.669
1954-03-24 1954 3 24 23.558
1954-03-25 1954 3 25 22.736
1954-03-26 1954 3 26 24.815
1954-03-27 1954 3 27 23.145
1954-03-28 1954 3 28 21.528
1954-03-29 1954 3 29 21.131
1954-03-30 1954 3 30 20.738
1954-03-31 1954 3 31 30.598
1954-04-01 1954 4 1 61.521
1954-04-02 1954 4 2 68.035
1954-04-03 1954 4 3 52.899
1954-04-04 1954 4 4 39.49
1954-04-05 1954 4 5 34.917
1954-04-06 1954 4 6 32.486
1954-04-07 1954 4 7 31.536
1954-04-08 1954 4 8 32.01
1954-04-09 1954 4 9 36.413
1954-04-10 1954 4 10 40.013
1954-04-11 1954 4 11 33.449
1954-04-12 1954 4 12 29.673
1954-04-13 1954 4 13 29.216
1954-04-14 1954 4 14 28.31
1954-04-15 1954 4 15 31.066
1954-04-16 1954 4 16 31.536
1954-04-17 1954 4 17 32.486
1954-04-18 1954 4 18 31.066
1954-04-19 1954 4 19 29.216
1954-04-20 1954 4 20 28.31
1954-04-21 1954 4 21 26.537
1954-04-22 1954 4 22 26.537
1954-04-23 1954 4 23 25.669
1954-04-24 1954 4 24 24.392
1954-04-25 1954 4 25 23.558
1954-04-26 1954 4 26 22.736
1954-04-27 1954 4 27 22.736
1954-04-28 1954 4 28 21.927
1954-04-29 1954 4 29 20.738
1954-04-30 1954 4 30 20.349
1954-05-01 1954 5 1 21.528
1954-05-02 1954 5 2 32.01
1954-05-03 1954 5 3 32.01
1954-05-04 1954 5 4 37.426
1954-05-05 1954 5 5 33.449
1954-05-06 1954 5 6 29.216
1954-05-07 1954 5 7 43.219
1954-05-08 1954 5 8 41.07
1954-05-09 1954 5 9 37.938
1954-05-10 1954 5 10 31.536
1954-05-11 1954 5 11 29.216
1954-05-12 1954 5 12 27.862
1954-05-13 1954 5 13 28.31
1954-05-14 1954 5 14 37.426
1954-05-15 1954 5 15 38.452
1954-05-16 1954 5 16 38.969
1954-05-17 1954 5 17 33.936
1954-05-18 1954 5 18 31.066
1954-05-19 1954 5 19 28.31
1954-05-20 1954 5 20 27.862
1954-05-21 1954 5 21 26.101
1954-05-22 1954 5 22 27.862
1954-05-23 1954 5 23 28.31
1954-05-24 1954 5 24 28.761
1954-05-25 1954 5 25 29.216
1954-05-26 1954 5 26 30.134
1954-05-27 1954 5 27 28.761
1954-05-28 1954 5 28 26.537
1954-05-29 1954 5 29 25.24
1954-05-30 1954 5 30 25.24
1954-05-31 1954 5 31 23.973
1954-06-01 1954 6 1 23.558
1954-06-02 1954 6 2 24.392
1954-06-03 1954 6 3 25.24
1954-06-04 1954 6 4 24.815
1954-06-05 1954 6 5 24.392
1954-06-06 1954 6 6 25.24
1954-06-07 1954 6 7 25.669
1954-06-08 1954 6 8 25.24
1954-06-09 1954 6 9 26.537
1954-06-10 1954 6 10 27.417
1954-06-11 1954 6 11 25.669
1954-06-12 1954 6 12 24.815
1954-06-13 1954 6 13 23.558
1954-06-14 1954 6 14 22.736
1954-06-15 1954 6 15 22.736
1954-06-16 1954 6 16 21.927
1954-06-17 1954 6 17 21.927
1954-06-18 1954 6 18 21.927
1954-06-19 1954 6 19 21.528
1954-06-20 1954 6 20 21.131
1954-06-21 1954 6 21 21.131
1954-06-22 1954 6 22 21.131
1954-06-23 1954 6 23 20.738
1954-06-24 1954 6 24 20.349
1954-06-25 1954 6 25 20.349
1954-06-26 1954 6 26 19.58
1954-06-27 1954 6 27 19.58
1954-06-28 1954 6 28 19.58
1954-06-29 1954 6 29 19.58
1954-06-30 1954 6 30 19.58
1954-07-01 1954 7 1 19.58
1954-07-02 1954 7 2 18.824
1954-07-03 1954 7 3 18.824
1954-07-04 1954 7 4 18.824
1954-07-05 1954 7 5 18.824
1954-07-06 1954 7 6 18.824
1954-07-07 1954 7 7 18.824
1954-07-08 1954 7 8 18.824
1954-07-09 1954 7 9 18.824
1954-07-10 1954 7 10 18.824
1954-07-11 1954 7 11 18.451
1954-07-12 1954 7 12 18.081
1954-07-13 1954 7 13 18.081
1954-07-14 1954 7 14 18.081
1954-07-15 1954 7 15 18.081
1954-07-16 1954 7 16 17.352
1954-07-17 1954 7 17 17.352
1954-07-18 1954 7 18 17.352
1954-07-19 1954 7 19 17.352
1954-07-20 1954 7 20 17.352
1954-07-21 1954 7 21 18.081
1954-07-22 1954 7 22 21.927
1954-07-23 1954 7 23 22.33
1954-07-24 1954 7 24 19.2
1954-07-25 1954 7 25 18.081
1954-07-26 1954 7 26 18.081
1954-07-27 1954 7 27 18.081
1954-07-28 1954 7 28 18.081
1954-07-29 1954 7 29 18.824
1954-07-30 1954 7 30 19.58
1954-07-31 1954 7 31 18.824
1954-08-01 1954 8 1 18.824
1954-08-02 1954 8 2 18.824
1954-08-03 1954 8 3 18.081
1954-08-04 1954 8 4 18.081
1954-08-05 1954 8 5 18.081
1954-08-06 1954 8 6 18.824
1954-08-07 1954 8 7 18.824
1954-08-08 1954 8 8 18.824
1954-08-09 1954 8 9 18.081
1954-08-10 1954 8 10 18.081
1954-08-11 1954 8 11 18.824
1954-08-12 1954 8 12 18.824
1954-08-13 1954 8 13 18.451
1954-08-14 1954 8 14 16.993
1954-08-15 1954 8 15 15.934
1954-08-16 1954 8 16 15.934
1954-08-17 1954 8 17 15.934
1954-08-18 1954 8 18 15.246
1954-08-19 1954 8 19 14.907
1954-08-20 1954 8 20 14.907
1954-08-21 1954 8 21 14.571
1954-08-22 1954 8 22 14.571
1954-08-23 1954 8 23 14.571
1954-08-24 1954 8 24 14.571
1954-08-25 1954 8 25 14.571
1954-08-26 1954 8 26 14.571
1954-08-27 1954 8 27 14.907
1954-08-28 1954 8 28 15.588
1954-08-29 1954 8 29 16.993
1954-08-30 1954 8 30 18.081
1954-08-31 1954 8 31 21.131
1954-09-01 1954 9 1 23.973
1954-09-02 1954 9 2 20.738
1954-09-03 1954 9 3 18.451
1954-09-04 1954 9 4 17.715
1954-09-05 1954 9 5 16.636
1954-09-06 1954 9 6 16.636
1954-09-07 1954 9 7 16.284
1954-09-08 1954 9 8 15.246
1954-09-09 1954 9 9 15.246
1954-09-10 1954 9 10 15.246
1954-09-11 1954 9 11 15.246
1954-09-12 1954 9 12 15.246
1954-09-13 1954 9 13 15.246
1954-09-14 1954 9 14 14.571
1954-09-15 1954 9 15 15.246
1954-09-16 1954 9 16 15.934
1954-09-17 1954 9 17 15.246
1954-09-18 1954 9 18 15.246
1954-09-19 1954 9 19 15.934
1954-09-20 1954 9 20 15.246
1954-09-21 1954 9 21 14.571
1954-09-22 1954 9 22 14.571
1954-09-23 1954 9 23 14.571
1954-09-24 1954 9 24 14.571
1954-09-25 1954 9 25 14.571
1954-09-26 1954 9 26 14.571
1954-09-27 1954 9 27 14.239
1954-09-28 1954 9 28 13.91
1954-09-29 1954 9 29 14.239
1954-09-30 1954 9 30 13.91
1954-10-01 1954 10 1 13.91
1954-10-02 1954 10 2 13.91
1954-10-03 1954 10 3 13.91
1954-10-04 1954 10 4 13.91
1954-10-05 1954 10 5 13.91
1954-10-06 1954 10 6 14.571
1954-10-07 1954 10 7 14.571
1954-10-08 1954 10 8 13.91
1954-10-09 1954 10 9 13.262
1954-10-10 1954 10 10 13.262
1954-10-11 1954 10 11 13.262
1954-10-12 1954 10 12 13.262
1954-10-13 1954 10 13 13.262
1954-10-14 1954 10 14 13.262
1954-10-15 1954 10 15 13.584
1954-10-16 1954 10 16 13.91
1954-10-17 1954 10 17 14.239
1954-10-18 1954 10 18 14.571
1954-10-19 1954 10 19 13.91
1954-10-20 1954 10 20 13.262
1954-10-21 1954 10 21 20.738
1954-10-22 1954 10 22 18.451
1954-10-23 1954 10 23 18.451
1954-10-24 1954 10 24 19.58
1954-10-25 1954 10 25 18.824
1954-10-26 1954 10 26 16.636
1954-10-27 1954 10 27 15.588
1954-10-28 1954 10 28 14.907
1954-10-29 1954 10 29 14.571
1954-10-30 1954 10 30 14.571
1954-10-31 1954 10 31 15.934
1954-11-01 1954 11 1 20.349
1954-11-02 1954 11 2 25.669
1954-11-03 1954 11 3 24.815
1954-11-04 1954 11 4 25.669
1954-11-05 1954 11 5 23.558
1954-11-06 1954 11 6 32.486
1954-11-07 1954 11 7 29.673
1954-11-08 1954 11 8 24.815
1954-11-09 1954 11 9 21.528
1954-11-10 1954 11 10 19.2
1954-11-11 1954 11 11 17.715
1954-11-12 1954 11 12 17.352
1954-11-13 1954 11 13 20.349
1954-11-14 1954 11 14 20.738
1954-11-15 1954 11 15 20.349
1954-11-16 1954 11 16 18.824
1954-11-17 1954 11 17 18.081
1954-11-18 1954 11 18 19.58
1954-11-19 1954 11 19 27.417
1954-11-20 1954 11 20 23.558
1954-11-21 1954 11 21 22.33
1954-11-22 1954 11 22 20.349
1954-11-23 1954 11 23 17.715
1954-11-24 1954 11 24 16.284
1954-11-25 1954 11 25 15.934
1954-11-26 1954 11 26 15.246
1954-11-27 1954 11 27 14.907
1954-11-28 1954 11 28 14.907
1954-11-29 1954 11 29 14.571
1954-11-30 1954 11 30 13.91
1954-12-01 1954 12 1 13.91
1954-12-02 1954 12 2 14.571
1954-12-03 1954 12 3 13.91
1954-12-04 1954 12 4 15.588
1954-12-05 1954 12 5 15.246
1954-12-06 1954 12 6 16.284
1954-12-07 1954 12 7 14.907
1954-12-08 1954 12 8 13.91
1954-12-09 1954 12 9 13.91
1954-12-10 1954 12 10 18.824
1954-12-11 1954 12 11 19.2
1954-12-12 1954 12 12 24.815
1954-12-13 1954 12 13 50.543
1954-12-14 1954 12 14 40.54
1954-12-15 1954 12 15 41.602
1954-12-16 1954 12 16 35.413
1954-12-17 1954 12 17 30.134
1954-12-18 1954 12 18 23.973
1954-12-19 1954 12 19 20.738
1954-12-20 1954 12 20 19.963
1954-12-21 1954 12 21 29.216
1954-12-22 1954 12 22 63.444
1954-12-23 1954 12 23 55.911
1954-12-24 1954 12 24 38.969
1954-12-25 1954 12 25 30.134
1954-12-26 1954 12 26 25.24
1954-12-27 1954 12 27 22.736
1954-12-28 1954 12 28 20.738
1954-12-29 1954 12 29 22.736
1954-12-30 1954 12 30 25.669
1954-12-31 1954 12 31 34.425
1955-01-01 1955 1 1 41.07
1955-01-02 1955 1 2 42.677
1955-01-03 1955 1 3 34.425
1955-01-04 1955 1 4 33.449
1955-01-05 1955 1 5 51.715
1955-01-06 1955 1 6 41.07
1955-01-07 1955 1 7 32.966
1955-01-08 1955 1 8 27.417
1955-01-09 1955 1 9 24.815
1955-01-10 1955 1 10 23.145
1955-01-11 1955 1 11 21.927
1955-01-12 1955 1 12 21.528
1955-01-13 1955 1 13 22.736
1955-01-14 1955 1 14 21.528
1955-01-15 1955 1 15 21.927
1955-01-16 1955 1 16 33.449
1955-01-17 1955 1 17 60.886
1955-01-18 1955 1 18 85.59
1955-01-19 1955 1 19 109.005
1955-01-20 1955 1 20 79.063
1955-01-21 1955 1 21 47.099
1955-01-22 1955 1 22 38.452
1955-01-23 1955 1 23 33.449
1955-01-24 1955 1 24 37.938
1955-01-25 1955 1 25 79.776
1955-01-26 1955 1 26 327.025
1955-01-27 1955 1 27 144.107
1955-01-28 1955 1 28 98.548
1955-01-29 1955 1 29 72.768
1955-01-30 1955 1 30 55.911
1955-01-31 1955 1 31 47.665
1955-02-01 1955 2 1 43.219
1955-02-02 1955 2 2 43.764
1955-02-03 1955 2 3 55.303
1955-02-04 1955 2 4 49.383
1955-02-05 1955 2 5 44.313
1955-02-06 1955 2 6 41.07
1955-02-07 1955 2 7 34.917
1955-02-08 1955 2 8 35.413
1955-02-09 1955 2 9 32.01
1955-02-10 1955 2 10 30.134
1955-02-11 1955 2 11 28.761
1955-02-12 1955 2 12 27.862
1955-02-13 1955 2 13 26.975
1955-02-14 1955 2 14 26.101
1955-02-15 1955 2 15 25.24
1955-02-16 1955 2 16 24.392
1955-02-17 1955 2 17 23.558
1955-02-18 1955 2 18 22.33
1955-02-19 1955 2 19 21.528
1955-02-20 1955 2 20 21.131
1955-02-21 1955 2 21 20.738
1955-02-22 1955 2 22 19.58
1955-02-23 1955 2 23 19.58
1955-02-24 1955 2 24 19.58
1955-02-25 1955 2 25 20.349
1955-02-26 1955 2 26 24.392
1955-02-27 1955 2 27 20.738
1955-02-28 1955 2 28 20.349
1955-03-01 1955 3 1 21.131
1955-03-02 1955 3 2 21.131
1955-03-03 1955 3 3 21.528
1955-03-04 1955 3 4 20.738
1955-03-05 1955 3 5 19.58
1955-03-06 1955 3 6 18.451
1955-03-07 1955 3 7 17.352
1955-03-08 1955 3 8 16.636
1955-03-09 1955 3 9 22.736
1955-03-10 1955 3 10 24.392
1955-03-11 1955 3 11 21.528
1955-03-12 1955 3 12 23.145
1955-03-13 1955 3 13 22.33
1955-03-14 1955 3 14 23.558
1955-03-15 1955 3 15 21.528
1955-03-16 1955 3 16 20.738
1955-03-17 1955 3 17 22.736
1955-03-18 1955 3 18 21.131
1955-03-19 1955 3 19 21.131
1955-03-20 1955 3 20 21.131
1955-03-21 1955 3 21 20.738
1955-03-22 1955 3 22 21.131
1955-03-23 1955 3 23 26.975
1955-03-24 1955 3 24 25.24
1955-03-25 1955 3 25 20.738
1955-03-26 1955 3 26 18.081
1955-03-27 1955 3 27 17.352
1955-03-28 1955 3 28 16.993
1955-03-29 1955 3 29 16.636
1955-03-30 1955 3 30 16.636
1955-03-31 1955 3 31 16.284
1955-04-01 1955 4 1 16.284
1955-04-02 1955 4 2 23.145
1955-04-03 1955 4 3 29.673
1955-04-04 1955 4 4 29.673
1955-04-05 1955 4 5 26.975
1955-04-06 1955 4 6 24.392
1955-04-07 1955 4 7 24.815
1955-04-08 1955 4 8 24.392
1955-04-09 1955 4 9 23.145
1955-04-10 1955 4 10 21.927
1955-04-11 1955 4 11 21.131
1955-04-12 1955 4 12 21.131
1955-04-13 1955 4 13 22.33
1955-04-14 1955 4 14 28.761
1955-04-15 1955 4 15 26.975
1955-04-16 1955 4 16 23.973
1955-04-17 1955 4 17 23.145
1955-04-18 1955 4 18 25.24
1955-04-19 1955 4 19 28.31
1955-04-20 1955 4 20 32.01
1955-04-21 1955 4 21 28.31
1955-04-22 1955 4 22 24.815
1955-04-23 1955 4 23 22.736
1955-04-24 1955 4 24 22.736
1955-04-25 1955 4 25 21.927
1955-04-26 1955 4 26 21.927
1955-04-27 1955 4 27 21.131
1955-04-28 1955 4 28 20.349
1955-04-29 1955 4 29 19.58
1955-04-30 1955 4 30 18.824
1955-05-01 1955 5 1 18.824
1955-05-02 1955 5 2 19.2
1955-05-03 1955 5 3 22.736
1955-05-04 1955 5 4 22.736
1955-05-05 1955 5 5 21.131
1955-05-06 1955 5 6 20.738
1955-05-07 1955 5 7 19.58
1955-05-08 1955 5 8 20.349
1955-05-09 1955 5 9 20.349
1955-05-10 1955 5 10 22.33
1955-05-11 1955 5 11 21.131
1955-05-12 1955 5 12 19.58
1955-05-13 1955 5 13 18.824
1955-05-14 1955 5 14 18.081
1955-05-15 1955 5 15 18.081
1955-05-16 1955 5 16 18.081
1955-05-17 1955 5 17 18.081
1955-05-18 1955 5 18 17.715
1955-05-19 1955 5 19 18.081
1955-05-20 1955 5 20 18.081
1955-05-21 1955 5 21 17.352
1955-05-22 1955 5 22 17.352
1955-05-23 1955 5 23 17.715
1955-05-24 1955 5 24 18.824
1955-05-25 1955 5 25 18.824
1955-05-26 1955 5 26 21.528
1955-05-27 1955 5 27 21.927
1955-05-28 1955 5 28 19.58
1955-05-29 1955 5 29 18.081
1955-05-30 1955 5 30 18.081
1955-05-31 1955 5 31 18.081
1955-06-01 1955 6 1 19.58
1955-06-02 1955 6 2 20.738
1955-06-03 1955 6 3 22.736
1955-06-04 1955 6 4 21.927
1955-06-05 1955 6 5 21.131
1955-06-06 1955 6 6 19.58
1955-06-07 1955 6 7 18.824
1955-06-08 1955 6 8 18.081
1955-06-09 1955 6 9 17.352
1955-06-10 1955 6 10 17.352
1955-06-11 1955 6 11 17.352
1955-06-12 1955 6 12 17.352
1955-06-13 1955 6 13 17.715
1955-06-14 1955 6 14 18.081
1955-06-15 1955 6 15 17.352
1955-06-16 1955 6 16 16.636
1955-06-17 1955 6 17 16.636
1955-06-18 1955 6 18 15.934
1955-06-19 1955 6 19 15.588
1955-06-20 1955 6 20 15.246
1955-06-21 1955 6 21 15.246
1955-06-22 1955 6 22 14.571
1955-06-23 1955 6 23 14.571
1955-06-24 1955 6 24 14.571
1955-06-25 1955 6 25 14.571
1955-06-26 1955 6 26 14.239
1955-06-27 1955 6 27 13.91
1955-06-28 1955 6 28 14.571
1955-06-29 1955 6 29 14.571
1955-06-30 1955 6 30 14.571
1955-07-01 1955 7 1 13.91
1955-07-02 1955 7 2 13.91
1955-07-03 1955 7 3 13.91
1955-07-04 1955 7 4 13.91
1955-07-05 1955 7 5 13.91
1955-07-06 1955 7 6 13.91
1955-07-07 1955 7 7 13.584
1955-07-08 1955 7 8 13.262
1955-07-09 1955 7 9 13.262
1955-07-10 1955 7 10 13.91
1955-07-11 1955 7 11 13.91
1955-07-12 1955 7 12 14.239
1955-07-13 1955 7 13 15.246
1955-07-14 1955 7 14 14.907
1955-07-15 1955 7 15 14.571
1955-07-16 1955 7 16 14.239
1955-07-17 1955 7 17 13.91
1955-07-18 1955 7 18 13.584
1955-07-19 1955 7 19 13.262
1955-07-20 1955 7 20 13.262
1955-07-21 1955 7 21 13.262
1955-07-22 1955 7 22 13.262
1955-07-23 1955 7 23 12.944
1955-07-24 1955 7 24 12.944
1955-07-25 1955 7 25 12.629
1955-07-26 1955 7 26 12.629
1955-07-27 1955 7 27 12.629
1955-07-28 1955 7 28 12.629
1955-07-29 1955 7 29 12.629
1955-07-30 1955 7 30 12.317
1955-07-31 1955 7 31 12.317
1955-08-01 1955 8 1 12.629
1955-08-02 1955 8 2 12.629
1955-08-03 1955 8 3 12.629
1955-08-04 1955 8 4 12.629
1955-08-05 1955 8 5 12.629
1955-08-06 1955 8 6 12.629
1955-08-07 1955 8 7 12.629
1955-08-08 1955 8 8 12.629
1955-08-09 1955 8 9 12.317
1955-08-10 1955 8 10 12.009
1955-08-11 1955 8 11 12.317
1955-08-12 1955 8 12 12.009
1955-08-13 1955 8 13 12.009
1955-08-14 1955 8 14 12.009
1955-08-15 1955 8 15 12.009
1955-08-16 1955 8 16 11.705
1955-08-17 1955 8 17 11.705
1955-08-18 1955 8 18 12.009
1955-08-19 1955 8 19 12.009
1955-08-20 1955 8 20 11.705
1955-08-21 1955 8 21 11.403
1955-08-22 1955 8 22 11.403
1955-08-23 1955 8 23 11.403
1955-08-24 1955 8 24 11.403
1955-08-25 1955 8 25 11.403
1955-08-26 1955 8 26 11.403
1955-08-27 1955 8 27 11.403
1955-08-28 1955 8 28 11.403
1955-08-29 1955 8 29 10.812
1955-08-30 1955 8 30 11.403
1955-08-31 1955 8 31 11.403
1955-09-01 1955 9 1 11.106
1955-09-02 1955 9 2 10.812
1955-09-03 1955 9 3 10.521
1955-09-04 1955 9 4 10.521
1955-09-05 1955 9 5 10.235
1955-09-06 1955 9 6 10.235
1955-09-07 1955 9 7 10.235
1955-09-08 1955 9 8 10.235
1955-09-09 1955 9 9 10.812
1955-09-10 1955 9 10 10.812
1955-09-11 1955 9 11 11.403
1955-09-12 1955 9 12 12.629
1955-09-13 1955 9 13 12.009
1955-09-14 1955 9 14 12.009
1955-09-15 1955 9 15 11.403
1955-09-16 1955 9 16 10.812
1955-09-17 1955 9 17 10.235
1955-09-18 1955 9 18 10.235
1955-09-19 1955 9 19 10.235
1955-09-20 1955 9 20 11.106
1955-09-21 1955 9 21 10.521
1955-09-22 1955 9 22 10.235
1955-09-23 1955 9 23 10.235
1955-09-24 1955 9 24 9.671
1955-09-25 1955 9 25 9.671
1955-09-26 1955 9 26 9.671
1955-09-27 1955 9 27 9.671
1955-09-28 1955 9 28 9.671
1955-09-29 1955 9 29 9.671
1955-09-30 1955 9 30 9.671
1955-10-01 1955 10 1 9.671
1955-10-02 1955 10 2 10.521
1955-10-03 1955 10 3 9.671
1955-10-04 1955 10 4 9.395
1955-10-05 1955 10 5 9.395
1955-10-06 1955 10 6 9.123
1955-10-07 1955 10 7 9.671
1955-10-08 1955 10 8 10.521
1955-10-09 1955 10 9 10.812
1955-10-10 1955 10 10 10.235
1955-10-11 1955 10 11 11.106
1955-10-12 1955 10 12 10.812
1955-10-13 1955 10 13 12.009
1955-10-14 1955 10 14 12.009
1955-10-15 1955 10 15 11.403
1955-10-16 1955 10 16 11.403
1955-10-17 1955 10 17 12.944
1955-10-18 1955 10 18 16.636
1955-10-19 1955 10 19 18.081
1955-10-20 1955 10 20 17.715
1955-10-21 1955 10 21 16.636
1955-10-22 1955 10 22 15.246
1955-10-23 1955 10 23 14.571
1955-10-24 1955 10 24 14.571
1955-10-25 1955 10 25 13.91
