"Data" "Ano" "Mes" "Dia" "Vazao"
1940-01-01 1940 1 1 40.013
1940-01-02 1940 1 2 33.449
1940-01-03 1940 1 3 32.966
1940-01-04 1940 1 4 30.134
1940-01-05 1940 1 5 27.862
1940-01-06 1940 1 6 27.417
1940-01-07 1940 1 7 25.669
1940-01-08 1940 1 8 32.966
1940-01-09 1940 1 9 52.899
1940-01-10 1940 1 10 102.514
1940-01-11 1940 1 11 131.324
1940-01-12 1940 1 12 130.431
1940-01-13 1940 1 13 98.548
1940-01-14 1940 1 14 69.373
1940-01-15 1940 1 15 53.495
1940-01-16 1940 1 16 49.961
1940-01-17 1940 1 17 46.535
1940-01-18 1940 1 18 43.764
1940-01-19 1940 1 19 38.452
1940-01-20 1940 1 20 43.764
1940-01-21 1940 1 21 57.755
1940-01-22 1940 1 22 74.84
1940-01-23 1940 1 23 70.046
1940-01-24 1940 1 24 81.935
1940-01-25 1940 1 25 101.715
1940-01-26 1940 1 26 90.826
1940-01-27 1940 1 27 107.365
1940-01-28 1940 1 28 87.072
1940-01-29 1940 1 29 176.325
1940-01-30 1940 1 30 194.049
1940-01-31 1940 1 31 189.81
1940-02-01 1940 2 1 152.605
1940-02-02 1940 2 2 116.52
1940-02-03 1940 2 3 91.586
1940-02-04 1940 2 4 83.388
1940-02-05 1940 2 5 76.236
1940-02-06 1940 2 6 121.654
1940-02-07 1940 2 7 150.698
1940-02-08 1940 2 8 204.829
1940-02-09 1940 2 9 138.564
1940-02-10 1940 2 10 114.83
1940-02-11 1940 2 11 87.817
1940-02-12 1940 2 12 73.456
1940-02-13 1940 2 13 70.046
1940-02-14 1940 2 14 68.035
1940-02-15 1940 2 15 66.05
1940-02-16 1940 2 16 59.625
1940-02-17 1940 2 17 57.137
1940-02-18 1940 2 18 55.303
1940-02-19 1940 2 19 55.303
1940-02-20 1940 2 20 55.303
1940-02-21 1940 2 21 52.899
1940-02-22 1940 2 22 52.899
1940-02-23 1940 2 23 52.899
1940-02-24 1940 2 24 54.095
1940-02-25 1940 2 25 55.303
1940-02-26 1940 2 26 63.444
1940-02-27 1940 2 27 78.352
1940-02-28 1940 2 28 74.84
1940-02-29 1940 2 29 75.537
1940-03-01 1940 3 1 64.091
1940-03-02 1940 3 2 56.523
1940-03-03 1940 3 3 49.961
1940-03-04 1940 3 4 65.394
1940-03-05 1940 3 5 64.741
1940-03-06 1940 3 6 60.886
1940-03-07 1940 3 7 48.235
1940-03-08 1940 3 8 46.535
1940-03-09 1940 3 9 43.764
1940-03-10 1940 3 10 42.677
1940-03-11 1940 3 11 41.602
1940-03-12 1940 3 12 48.807
1940-03-13 1940 3 13 74.147
1940-03-14 1940 3 14 76.236
1940-03-15 1940 3 15 71.401
1940-03-16 1940 3 16 169.248
1940-03-17 1940 3 17 133.117
1940-03-18 1940 3 18 102.514
1940-03-19 1940 3 19 144.107
1940-03-20 1940 3 20 98.548
1940-03-21 1940 3 21 76.236
1940-03-22 1940 3 22 66.709
1940-03-23 1940 3 23 65.394
1940-03-24 1940 3 24 60.886
1940-03-25 1940 3 25 57.137
1940-03-26 1940 3 26 53.495
1940-03-27 1940 3 27 51.127
1940-03-28 1940 3 28 49.383
1940-03-29 1940 3 29 47.665
1940-03-30 1940 3 30 49.961
1940-03-31 1940 3 31 58.998
1940-04-01 1940 4 1 57.137
1940-04-02 1940 4 2 50.543
1940-04-03 1940 4 3 46.535
1940-04-04 1940 4 4 43.764
1940-04-05 1940 4 5 43.219
1940-04-06 1940 4 6 44.864
1940-04-07 1940 4 7 48.235
1940-04-08 1940 4 8 45.418
1940-04-09 1940 4 9 42.677
1940-04-10 1940 4 10 42.677
1940-04-11 1940 4 11 46.535
1940-04-12 1940 4 12 42.138
1940-04-13 1940 4 13 38.452
1940-04-14 1940 4 14 36.918
1940-04-15 1940 4 15 35.912
1940-04-16 1940 4 16 34.917
1940-04-17 1940 4 17 34.425
1940-04-18 1940 4 18 34.917
1940-04-19 1940 4 19 35.413
1940-04-20 1940 4 20 36.918
1940-04-21 1940 4 21 34.425
1940-04-22 1940 4 22 33.449
1940-04-23 1940 4 23 32.966
1940-04-24 1940 4 24 32.486
1940-04-25 1940 4 25 32.01
1940-04-26 1940 4 26 31.536
1940-04-27 1940 4 27 32.966
1940-04-28 1940 4 28 31.536
1940-04-29 1940 4 29 31.536
1940-04-30 1940 4 30 32.966
1940-05-01 1940 5 1 36.413
1940-05-02 1940 5 2 35.912
1940-05-03 1940 5 3 33.449
1940-05-04 1940 5 4 32.486
1940-05-05 1940 5 5 33.936
1940-05-06 1940 5 6 38.969
1940-05-07 1940 5 7 38.969
1940-05-08 1940 5 8 33.449
1940-05-09 1940 5 9 32.966
1940-05-10 1940 5 10 32.966
1940-05-11 1940 5 11 30.598
1940-05-12 1940 5 12 29.216
1940-05-13 1940 5 13 28.761
1940-05-14 1940 5 14 28.761
1940-05-15 1940 5 15 28.761
1940-05-16 1940 5 16 27.862
1940-05-17 1940 5 17 27.862
1940-05-18 1940 5 18 27.862
1940-05-19 1940 5 19 27.862
1940-05-20 1940 5 20 28.31
1940-05-21 1940 5 21 30.598
1940-05-22 1940 5 22 30.134
1940-05-23 1940 5 23 28.761
1940-05-24 1940 5 24 28.31
1940-05-25 1940 5 25 26.975
1940-05-26 1940 5 26 26.537
1940-05-27 1940 5 27 26.101
1940-05-28 1940 5 28 26.101
1940-05-29 1940 5 29 26.101
1940-05-30 1940 5 30 25.669
1940-05-31 1940 5 31 25.669
1940-06-01 1940 6 1 25.669
1940-06-02 1940 6 2 26.537
1940-06-03 1940 6 3 27.862
1940-06-04 1940 6 4 29.673
1940-06-05 1940 6 5 31.066
1940-06-06 1940 6 6 27.417
1940-06-07 1940 6 7 26.537
1940-06-08 1940 6 8 27.417
1940-06-09 1940 6 9 32.486
1940-06-10 1940 6 10 29.673
1940-06-11 1940 6 11 28.761
1940-06-12 1940 6 12 27.862
1940-06-13 1940 6 13 26.101
1940-06-14 1940 6 14 25.24
1940-06-15 1940 6 15 24.815
1940-06-16 1940 6 16 24.392
1940-06-17 1940 6 17 24.392
1940-06-18 1940 6 18 24.392
1940-06-19 1940 6 19 23.973
1940-06-20 1940 6 20 23.558
1940-06-21 1940 6 21 23.558
1940-06-22 1940 6 22 22.736
1940-06-23 1940 6 23 22.736
1940-06-24 1940 6 24 22.736
1940-06-25 1940 6 25 22.736
1940-06-26 1940 6 26 22.33
1940-06-27 1940 6 27 22.736
1940-06-28 1940 6 28 25.24
1940-06-29 1940 6 29 23.973
1940-06-30 1940 6 30 22.33
1940-07-01 1940 7 1 21.927
1940-07-02 1940 7 2 21.927
1940-07-03 1940 7 3 22.736
1940-07-04 1940 7 4 22.736
1940-07-05 1940 7 5 22.33
1940-07-06 1940 7 6 21.927
1940-07-07 1940 7 7 21.131
1940-07-08 1940 7 8 21.131
1940-07-09 1940 7 9 21.528
1940-07-10 1940 7 10 21.131
1940-07-11 1940 7 11 21.131
1940-07-12 1940 7 12 21.131
1940-07-13 1940 7 13 21.131
1940-07-14 1940 7 14 21.131
1940-07-15 1940 7 15 20.349
1940-07-16 1940 7 16 20.349
1940-07-17 1940 7 17 20.349
1940-07-18 1940 7 18 20.349
1940-07-19 1940 7 19 20.349
1940-07-20 1940 7 20 19.963
1940-07-21 1940 7 21 19.58
1940-07-22 1940 7 22 19.58
1940-07-23 1940 7 23 19.58
1940-07-24 1940 7 24 19.58
1940-07-25 1940 7 25 20.349
1940-07-26 1940 7 26 20.349
1940-07-27 1940 7 27 20.349
1940-07-28 1940 7 28 19.58
1940-07-29 1940 7 29 19.58
1940-07-30 1940 7 30 18.081
1940-07-31 1940 7 31 18.824
1940-08-01 1940 8 1 18.824
1940-08-02 1940 8 2 18.824
1940-08-03 1940 8 3 18.824
1940-08-04 1940 8 4 18.451
1940-08-05 1940 8 5 18.451
1940-08-06 1940 8 6 18.824
1940-08-07 1940 8 7 18.451
1940-08-08 1940 8 8 18.451
1940-08-09 1940 8 9 18.081
1940-08-10 1940 8 10 18.081
1940-08-11 1940 8 11 18.081
1940-08-12 1940 8 12 18.081
1940-08-13 1940 8 13 18.081
1940-08-14 1940 8 14 18.081
1940-08-15 1940 8 15 18.081
1940-08-16 1940 8 16 17.715
1940-08-17 1940 8 17 17.715
1940-08-18 1940 8 18 17.352
1940-08-19 1940 8 19 16.993
1940-08-20 1940 8 20 16.636
1940-08-21 1940 8 21 16.636
1940-08-22 1940 8 22 16.636
1940-08-23 1940 8 23 16.636
1940-08-24 1940 8 24 16.636
1940-08-25 1940 8 25 16.636
1940-08-26 1940 8 26 16.636
1940-08-27 1940 8 27 16.636
1940-08-28 1940 8 28 17.352
1940-08-29 1940 8 29 18.081
1940-08-30 1940 8 30 19.2
1940-08-31 1940 8 31 21.131
1940-09-01 1940 9 1 18.451
1940-09-02 1940 9 2 17.352
1940-09-03 1940 9 3 16.636
1940-09-04 1940 9 4 16.636
1940-09-05 1940 9 5 16.636
1940-09-06 1940 9 6 16.636
1940-09-07 1940 9 7 16.636
1940-09-08 1940 9 8 15.934
1940-09-09 1940 9 9 15.934
1940-09-10 1940 9 10 15.588
1940-09-11 1940 9 11 15.588
1940-09-12 1940 9 12 15.588
1940-09-13 1940 9 13 19.2
1940-09-14 1940 9 14 22.33
1940-09-15 1940 9 15 21.528
1940-09-16 1940 9 16 19.963
1940-09-17 1940 9 17 17.715
1940-09-18 1940 9 18 16.993
1940-09-19 1940 9 19 16.636
1940-09-20 1940 9 20 16.636
1940-09-21 1940 9 21 16.636
1940-09-22 1940 9 22 16.284
1940-09-23 1940 9 23 16.636
1940-09-24 1940 9 24 16.636
1940-09-25 1940 9 25 20.738
1940-09-26 1940 9 26 23.145
1940-09-27 1940 9 27 27.417
1940-09-28 1940 9 28 27.862
1940-09-29 1940 9 29 28.31
1940-09-30 1940 9 30 25.24
1940-10-01 1940 10 1 21.528
1940-10-02 1940 10 2 19.963
1940-10-03 1940 10 3 18.451
1940-10-04 1940 10 4 17.715
1940-10-05 1940 10 5 17.352
1940-10-06 1940 10 6 16.636
1940-10-07 1940 10 7 16.284
1940-10-08 1940 10 8 15.246
1940-10-09 1940 10 9 15.246
1940-10-10 1940 10 10 15.246
1940-10-11 1940 10 11 15.246
1940-10-12 1940 10 12 16.284
1940-10-13 1940 10 13 23.145
1940-10-14 1940 10 14 24.392
1940-10-15 1940 10 15 22.736
1940-10-16 1940 10 16 20.349
1940-10-17 1940 10 17 18.824
1940-10-18 1940 10 18 16.636
1940-10-19 1940 10 19 17.715
1940-10-20 1940 10 20 18.451
1940-10-21 1940 10 21 19.963
1940-10-22 1940 10 22 22.33
1940-10-23 1940 10 23 24.392
1940-10-24 1940 10 24 23.973
1940-10-25 1940 10 25 29.216
1940-10-26 1940 10 26 32.01
1940-10-27 1940 10 27 40.54
1940-10-28 1940 10 28 38.452
1940-10-29 1940 10 29 34.917
1940-10-30 1940 10 30 33.936
1940-10-31 1940 10 31 31.536
1940-11-01 1940 11 1 29.216
1940-11-02 1940 11 2 26.975
1940-11-03 1940 11 3 23.558
1940-11-04 1940 11 4 21.528
1940-11-05 1940 11 5 19.963
1940-11-06 1940 11 6 19.963
1940-11-07 1940 11 7 60.886
1940-11-08 1940 11 8 59.625
1940-11-09 1940 11 9 49.383
1940-11-10 1940 11 10 41.07
1940-11-11 1940 11 11 33.449
1940-11-12 1940 11 12 32.966
1940-11-13 1940 11 13 32.966
1940-11-14 1940 11 14 40.013
1940-11-15 1940 11 15 45.975
1940-11-16 1940 11 16 131.324
1940-11-17 1940 11 17 109.005
1940-11-18 1940 11 18 109.829
1940-11-19 1940 11 19 92.348
1940-11-20 1940 11 20 69.373
1940-11-21 1940 11 21 51.127
1940-11-22 1940 11 22 40.54
1940-11-23 1940 11 23 36.413
1940-11-24 1940 11 24 32.966
1940-11-25 1940 11 25 30.598
1940-11-26 1940 11 26 30.598
1940-11-27 1940 11 27 34.425
1940-11-28 1940 11 28 40.013
1940-11-29 1940 11 29 72.768
1940-11-30 1940 11 30 84.119
1940-12-01 1940 12 1 73.456
1940-12-02 1940 12 2 60.886
1940-12-03 1940 12 3 44.313
1940-12-04 1940 12 4 35.413
1940-12-05 1940 12 5 32.486
1940-12-06 1940 12 6 32.486
1940-12-07 1940 12 7 32.486
1940-12-08 1940 12 8 31.066
1940-12-09 1940 12 9 28.761
1940-12-10 1940 12 10 26.101
1940-12-11 1940 12 11 24.392
1940-12-12 1940 12 12 23.973
1940-12-13 1940 12 13 23.558
1940-12-14 1940 12 14 23.558
1940-12-15 1940 12 15 22.736
1940-12-16 1940 12 16 21.927
1940-12-17 1940 12 17 21.131
1940-12-18 1940 12 18 23.145
1940-12-19 1940 12 19 40.013
1940-12-20 1940 12 20 39.49
1940-12-21 1940 12 21 35.912
1940-12-22 1940 12 22 32.966
1940-12-23 1940 12 23 36.413
1940-12-24 1940 12 24 166.255
1940-12-25 1940 12 25 906.858
1940-12-26 1940 12 26 473.787
1940-12-27 1940 12 27 203.739
1940-12-28 1940 12 28 114.83
1940-12-29 1940 12 29 87.072
1940-12-30 1940 12 30 74.84
1940-12-31 1940 12 31 67.37
1941-01-01 1941 1 1 66.05
1941-01-02 1941 1 2 104.927
1941-01-03 1941 1 3 126.887
1941-01-04 1941 1 4 115.674
1941-01-05 1941 1 5 92.348
1941-01-06 1941 1 6 70.046
1941-01-07 1941 1 7 60.886
1941-01-08 1941 1 8 53.495
1941-01-09 1941 1 9 48.807
1941-01-10 1941 1 10 46.535
1941-01-11 1941 1 11 45.418
1941-01-12 1941 1 12 43.764
1941-01-13 1941 1 13 45.975
1941-01-14 1941 1 14 52.899
1941-01-15 1941 1 15 57.755
1941-01-16 1941 1 16 51.127
1941-01-17 1941 1 17 48.807
1941-01-18 1941 1 18 52.305
1941-01-19 1941 1 19 58.375
1941-01-20 1941 1 20 58.375
1941-01-21 1941 1 21 60.254
1941-01-22 1941 1 22 54.095
1941-01-23 1941 1 23 54.697
1941-01-24 1941 1 24 61.521
1941-01-25 1941 1 25 54.095
1941-01-26 1941 1 26 64.741
1941-01-27 1941 1 27 70.722
1941-01-28 1941 1 28 68.035
1941-01-29 1941 1 29 54.095
1941-01-30 1941 1 30 45.975
1941-01-31 1941 1 31 41.07
1941-02-01 1941 2 1 38.969
1941-02-02 1941 2 2 36.918
1941-02-03 1941 2 3 37.938
1941-02-04 1941 2 4 36.918
1941-02-05 1941 2 5 34.917
1941-02-06 1941 2 6 32.966
1941-02-07 1941 2 7 32.01
1941-02-08 1941 2 8 32.486
1941-02-09 1941 2 9 32.01
1941-02-10 1941 2 10 30.134
1941-02-11 1941 2 11 29.673
1941-02-12 1941 2 12 28.761
1941-02-13 1941 2 13 27.862
1941-02-14 1941 2 14 27.417
1941-02-15 1941 2 15 26.537
1941-02-16 1941 2 16 25.669
1941-02-17 1941 2 17 24.392
1941-02-18 1941 2 18 25.669
1941-02-19 1941 2 19 27.862
1941-02-20 1941 2 20 34.917
1941-02-21 1941 2 21 34.917
1941-02-22 1941 2 22 33.936
1941-02-23 1941 2 23 33.449
1941-02-24 1941 2 24 34.425
1941-02-25 1941 2 25 36.413
1941-02-26 1941 2 26 58.375
1941-02-27 1941 2 27 73.456
1941-02-28 1941 2 28 62.8
1941-03-01 1941 3 1 55.911
1941-03-02 1941 3 2 54.095
1941-03-03 1941 3 3 51.127
1941-03-04 1941 3 4 50.543
1941-03-05 1941 3 5 44.864
1941-03-06 1941 3 6 40.54
1941-03-07 1941 3 7 41.602
1941-03-08 1941 3 8 43.764
1941-03-09 1941 3 9 54.697
1941-03-10 1941 3 10 54.697
1941-03-11 1941 3 11 47.665
1941-03-12 1941 3 12 40.013
1941-03-13 1941 3 13 35.912
1941-03-14 1941 3 14 34.425
1941-03-15 1941 3 15 35.413
1941-03-16 1941 3 16 40.54
1941-03-17 1941 3 17 61.521
1941-03-18 1941 3 18 54.095
1941-03-19 1941 3 19 63.444
1941-03-20 1941 3 20 76.938
1941-03-21 1941 3 21 70.046
1941-03-22 1941 3 22 63.444
1941-03-23 1941 3 23 55.911
1941-03-24 1941 3 24 47.099
1941-03-25 1941 3 25 45.418
1941-03-26 1941 3 26 47.099
1941-03-27 1941 3 27 78.352
1941-03-28 1941 3 28 76.236
1941-03-29 1941 3 29 61.521
1941-03-30 1941 3 30 48.807
1941-03-31 1941 3 31 44.864
1941-04-01 1941 4 1 44.313
1941-04-02 1941 4 2 45.975
1941-04-03 1941 4 3 47.665
1941-04-04 1941 4 4 57.755
1941-04-05 1941 4 5 62.159
1941-04-06 1941 4 6 56.523
1941-04-07 1941 4 7 53.495
1941-04-08 1941 4 8 51.715
1941-04-09 1941 4 9 49.961
1941-04-10 1941 4 10 45.418
1941-04-11 1941 4 11 59.625
1941-04-12 1941 4 12 65.394
1941-04-13 1941 4 13 54.095
1941-04-14 1941 4 14 45.975
1941-04-15 1941 4 15 41.602
1941-04-16 1941 4 16 38.452
1941-04-17 1941 4 17 37.938
1941-04-18 1941 4 18 37.426
1941-04-19 1941 4 19 36.413
1941-04-20 1941 4 20 35.413
1941-04-21 1941 4 21 35.413
1941-04-22 1941 4 22 34.425
1941-04-23 1941 4 23 33.936
1941-04-24 1941 4 24 33.449
1941-04-25 1941 4 25 32.01
1941-04-26 1941 4 26 31.536
1941-04-27 1941 4 27 31.536
1941-04-28 1941 4 28 30.598
1941-04-29 1941 4 29 30.598
1941-04-30 1941 4 30 30.134
1941-05-01 1941 5 1 29.673
1941-05-02 1941 5 2 29.216
1941-05-03 1941 5 3 28.761
1941-05-04 1941 5 4 28.761
1941-05-05 1941 5 5 27.417
1941-05-06 1941 5 6 26.975
1941-05-07 1941 5 7 27.862
1941-05-08 1941 5 8 30.134
1941-05-09 1941 5 9 34.425
1941-05-10 1941 5 10 33.936
1941-05-11 1941 5 11 30.598
1941-05-12 1941 5 12 28.761
1941-05-13 1941 5 13 27.862
1941-05-14 1941 5 14 26.975
1941-05-15 1941 5 15 26.101
1941-05-16 1941 5 16 26.101
1941-05-17 1941 5 17 26.101
1941-05-18 1941 5 18 26.975
1941-05-19 1941 5 19 28.31
1941-05-20 1941 5 20 29.216
1941-05-21 1941 5 21 28.31
1941-05-22 1941 5 22 27.862
1941-05-23 1941 5 23 26.101
1941-05-24 1941 5 24 26.537
1941-05-25 1941 5 25 29.216
1941-05-26 1941 5 26 28.761
1941-05-27 1941 5 27 29.216
1941-05-28 1941 5 28 26.537
1941-05-29 1941 5 29 25.669
1941-05-30 1941 5 30 24.815
1941-05-31 1941 5 31 25.669
1941-06-01 1941 6 1 27.862
1941-06-02 1941 6 2 31.066
1941-06-03 1941 6 3 32.486
1941-06-04 1941 6 4 28.31
1941-06-05 1941 6 5 26.537
1941-06-06 1941 6 6 25.24
1941-06-07 1941 6 7 24.392
1941-06-08 1941 6 8 24.392
1941-06-09 1941 6 9 23.973
1941-06-10 1941 6 10 23.558
1941-06-11 1941 6 11 23.558
1941-06-12 1941 6 12 23.558
1941-06-13 1941 6 13 23.145
1941-06-14 1941 6 14 23.145
1941-06-15 1941 6 15 23.973
1941-06-16 1941 6 16 25.669
1941-06-17 1941 6 17 27.417
1941-06-18 1941 6 18 24.815
1941-06-19 1941 6 19 23.973
1941-06-20 1941 6 20 23.558
1941-06-21 1941 6 21 23.145
1941-06-22 1941 6 22 23.145
1941-06-23 1941 6 23 22.736
1941-06-24 1941 6 24 22.736
1941-06-25 1941 6 25 22.736
1941-06-26 1941 6 26 22.736
1941-06-27 1941 6 27 22.736
1941-06-28 1941 6 28 23.145
1941-06-29 1941 6 29 23.973
1941-06-30 1941 6 30 23.973
1941-07-01 1941 7 1 27.417
1941-07-02 1941 7 2 26.537
1941-07-03 1941 7 3 24.815
1941-07-04 1941 7 4 23.558
1941-07-05 1941 7 5 22.736
1941-07-06 1941 7 6 22.736
1941-07-07 1941 7 7 22.33
1941-07-08 1941 7 8 22.736
1941-07-09 1941 7 9 25.24
1941-07-10 1941 7 10 29.216
1941-07-11 1941 7 11 38.452
1941-07-12 1941 7 12 36.918
1941-07-13 1941 7 13 31.066
1941-07-14 1941 7 14 27.417
1941-07-15 1941 7 15 25.669
1941-07-16 1941 7 16 24.392
1941-07-17 1941 7 17 23.558
1941-07-18 1941 7 18 23.145
1941-07-19 1941 7 19 23.973
1941-07-20 1941 7 20 26.101
1941-07-21 1941 7 21 26.101
1941-07-22 1941 7 22 26.101
1941-07-23 1941 7 23 24.815
1941-07-24 1941 7 24 23.558
1941-07-25 1941 7 25 22.736
1941-07-26 1941 7 26 22.33
1941-07-27 1941 7 27 21.927
1941-07-28 1941 7 28 21.528
1941-07-29 1941 7 29 21.131
1941-07-30 1941 7 30 20.738
1941-07-31 1941 7 31 20.738
1941-08-01 1941 8 1 20.738
1941-08-02 1941 8 2 20.349
1941-08-03 1941 8 3 19.58
1941-08-04 1941 8 4 19.2
1941-08-05 1941 8 5 19.2
1941-08-06 1941 8 6 18.824
1941-08-07 1941 8 7 18.824
1941-08-08 1941 8 8 18.824
1941-08-09 1941 8 9 18.824
1941-08-10 1941 8 10 19.2
1941-08-11 1941 8 11 18.824
1941-08-12 1941 8 12 18.451
1941-08-13 1941 8 13 18.081
1941-08-14 1941 8 14 18.081
1941-08-15 1941 8 15 18.081
1941-08-16 1941 8 16 18.081
1941-08-17 1941 8 17 18.824
1941-08-18 1941 8 18 18.824
1941-08-19 1941 8 19 18.824
1941-08-20 1941 8 20 18.824
1941-08-21 1941 8 21 19.58
1941-08-22 1941 8 22 19.58
1941-08-23 1941 8 23 18.451
1941-08-24 1941 8 24 18.081
1941-08-25 1941 8 25 18.451
1941-08-26 1941 8 26 17.352
1941-08-27 1941 8 27 17.352
1941-08-28 1941 8 28 17.715
1941-08-29 1941 8 29 17.715
1941-08-30 1941 8 30 17.352
1941-08-31 1941 8 31 17.352
1941-09-01 1941 9 1 16.636
1941-09-02 1941 9 2 16.636
1941-09-03 1941 9 3 16.284
1941-09-04 1941 9 4 17.715
1941-09-05 1941 9 5 18.824
1941-09-06 1941 9 6 21.131
1941-09-07 1941 9 7 26.101
1941-09-08 1941 9 8 33.936
1941-09-09 1941 9 9 38.452
1941-09-10 1941 9 10 32.486
1941-09-11 1941 9 11 23.558
1941-09-12 1941 9 12 20.738
1941-09-13 1941 9 13 20.349
1941-09-14 1941 9 14 21.528
1941-09-15 1941 9 15 33.449
1941-09-16 1941 9 16 34.917
1941-09-17 1941 9 17 36.413
1941-09-18 1941 9 18 36.413
1941-09-19 1941 9 19 38.969
1941-09-20 1941 9 20 42.138
1941-09-21 1941 9 21 39.49
1941-09-22 1941 9 22 32.01
1941-09-23 1941 9 23 29.673
1941-09-24 1941 9 24 28.31
1941-09-25 1941 9 25 30.134
1941-09-26 1941 9 26 37.426
1941-09-27 1941 9 27 44.864
1941-09-28 1941 9 28 42.677
1941-09-29 1941 9 29 41.07
1941-09-30 1941 9 30 40.013
1941-10-01 1941 10 1 37.938
1941-10-02 1941 10 2 50.543
1941-10-03 1941 10 3 39.49
1941-10-04 1941 10 4 35.413
1941-10-05 1941 10 5 30.134
1941-10-06 1941 10 6 27.862
1941-10-07 1941 10 7 25.669
1941-10-08 1941 10 8 26.101
1941-10-09 1941 10 9 24.392
1941-10-10 1941 10 10 31.066
1941-10-11 1941 10 11 29.216
1941-10-12 1941 10 12 28.31
1941-10-13 1941 10 13 26.537
1941-10-14 1941 10 14 25.24
1941-10-15 1941 10 15 24.815
1941-10-16 1941 10 16 24.392
1941-10-17 1941 10 17 28.31
1941-10-18 1941 10 18 36.413
1941-10-19 1941 10 19 37.938
1941-10-20 1941 10 20 37.426
1941-10-21 1941 10 21 32.486
1941-10-22 1941 10 22 30.134
1941-10-23 1941 10 23 27.862
1941-10-24 1941 10 24 26.101
1941-10-25 1941 10 25 25.669
1941-10-26 1941 10 26 23.973
1941-10-27 1941 10 27 23.145
1941-10-28 1941 10 28 22.33
1941-10-29 1941 10 29 21.528
1941-10-30 1941 10 30 21.528
1941-10-31 1941 10 31 23.558
1941-11-01 1941 11 1 23.145
1941-11-02 1941 11 2 25.24
1941-11-03 1941 11 3 23.145
1941-11-04 1941 11 4 21.927
1941-11-05 1941 11 5 20.738
1941-11-06 1941 11 6 20.738
1941-11-07 1941 11 7 25.24
1941-11-08 1941 11 8 38.452
1941-11-09 1941 11 9 39.49
1941-11-10 1941 11 10 62.8
1941-11-11 1941 11 11 58.998
1941-11-12 1941 11 12 40.013
1941-11-13 1941 11 13 32.966
1941-11-14 1941 11 14 27.862
1941-11-15 1941 11 15 24.815
1941-11-16 1941 11 16 24.392
1941-11-17 1941 11 17 26.537
1941-11-18 1941 11 18 25.669
1941-11-19 1941 11 19 22.736
1941-11-20 1941 11 20 21.927
1941-11-21 1941 11 21 21.927
1941-11-22 1941 11 22 21.927
1941-11-23 1941 11 23 21.528
1941-11-24 1941 11 24 24.392
1941-11-25 1941 11 25 25.24
1941-11-26 1941 11 26 26.537
1941-11-27 1941 11 27 26.101
1941-11-28 1941 11 28 27.417
1941-11-29 1941 11 29 43.764
1941-11-30 1941 11 30 53.495
1941-12-01 1941 12 1 39.49
1941-12-02 1941 12 2 34.425
1941-12-03 1941 12 3 87.072
1941-12-04 1941 12 4 90.07
1941-12-05 1941 12 5 92.348
1941-12-06 1941 12 6 84.853
1941-12-07 1941 12 7 67.37
1941-12-08 1941 12 8 55.303
1941-12-09 1941 12 9 52.305
1941-12-10 1941 12 10 51.715
1941-12-11 1941 12 11 46.535
1941-12-12 1941 12 12 47.099
1941-12-13 1941 12 13 52.899
1941-12-14 1941 12 14 45.418
1941-12-15 1941 12 15 37.426
1941-12-16 1941 12 16 65.394
1941-12-17 1941 12 17 49.383
1941-12-18 1941 12 18 49.383
1941-12-19 1941 12 19 49.383
1941-12-20 1941 12 20 51.715
1941-12-21 1941 12 21 55.303
1941-12-22 1941 12 22 96.201
1941-12-23 1941 12 23 97.763
1941-12-24 1941 12 24 68.035
1941-12-25 1941 12 25 67.37
1941-12-26 1941 12 26 72.768
1941-12-27 1941 12 27 99.335
1941-12-28 1941 12 28 101.715
1941-12-29 1941 12 29 92.348
1941-12-30 1941 12 30 111.485
1941-12-31 1941 12 31 115.674
1942-01-01 1942 1 1 88.565
1942-01-02 1942 1 2 97.763
1942-01-03 1942 1 3 120.792
1942-01-04 1942 1 4 115.674
1942-01-05 1942 1 5 87.072
1942-01-06 1942 1 6 72.768
1942-01-07 1942 1 7 70.722
1942-01-08 1942 1 8 76.236
1942-01-09 1942 1 9 79.776
1942-01-10 1942 1 10 71.401
1942-01-11 1942 1 11 72.083
1942-01-12 1942 1 12 77.644
1942-01-13 1942 1 13 75.537
1942-01-14 1942 1 14 71.401
1942-01-15 1942 1 15 64.741
1942-01-16 1942 1 16 56.523
1942-01-17 1942 1 17 50.543
1942-01-18 1942 1 18 48.235
1942-01-19 1942 1 19 100.126
1942-01-20 1942 1 20 68.702
1942-01-21 1942 1 21 54.697
1942-01-22 1942 1 22 102.514
1942-01-23 1942 1 23 63.444
1942-01-24 1942 1 24 50.543
1942-01-25 1942 1 25 86.329
1942-01-26 1942 1 26 102.514
1942-01-27 1942 1 27 84.119
1942-01-28 1942 1 28 64.091
1942-01-29 1942 1 29 48.807
1942-01-30 1942 1 30 45.418
1942-01-31 1942 1 31 42.677
1942-02-01 1942 2 1 37.426
1942-02-02 1942 2 2 46.535
1942-02-03 1942 2 3 40.013
1942-02-04 1942 2 4 36.918
1942-02-05 1942 2 5 35.413
1942-02-06 1942 2 6 34.425
1942-02-07 1942 2 7 32.966
1942-02-08 1942 2 8 31.536
1942-02-09 1942 2 9 30.598
1942-02-10 1942 2 10 30.598
1942-02-11 1942 2 11 30.598
1942-02-12 1942 2 12 30.598
1942-02-13 1942 2 13 33.936
1942-02-14 1942 2 14 31.066
